Player name,position,Games,At-bat,Runs,Hits,Double (2B),third baseman,home run,run batted in,a walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Percentage,Slugging Percentage,On-base Plus Slugging
G Heredia,LF,591,1388,179,320,75,2,27,114,130,313,7,12,0.231,0.31,0.346,0.656
J Glasscock,SS,1736,7030,1163,2040,313,98,27,825,439,212,372,--,0.29,0.337,0.374,0.711
D Solano,2B,687,2060,205,573,101,8,27,207,129,404,13,4,0.278,0.327,0.374,0.701
D Brain,3B,676,2543,254,641,97,52,27,303,134,--,73,0.655,0.252,0.292,0.363,
S Stahoviak,1B,344,1019,135,261,70,3,27,119,116,277,13,8,0.256,0.335,0.41,0.745
F Torres,3B,365,1191,109,302,61,5,27,153,71,202,2,3,0.254,0.297,0.381,0.678
L Gardner,3B,1930,6688,867,1931,301,129,27,934,654,282,165,68,0.289,0.355,0.384,0.739
C Cuthbert,3B,323,1077,100,269,53,2,27,119,75,234,3,1,0.25,0.3,0.378,0.678
K Harvey,1B,271,998,102,273,54,1,27,126,60,200,3,5,0.274,0.322,0.411,0.733
E Young,CF,288,796,108,179,33,4,27,90,90,213,10,11,0.225,0.31,0.378,0.688
U Washington,SS,907,2797,358,703,103,36,27,255,261,409,132,53,0.251,0.313,0.343,0.656
D Lewis,CF,1354,4081,607,1021,137,37,27,342,403,514,247,107,0.25,0.323,0.322,0.645
L Waner,CF,1993,7772,1201,2459,281,118,27,598,420,173,67,--,0.316,0.353,0.393,0.746
R Moore,RF,751,2253,258,627,110,17,27,308,158,85,11,1,0.278,0.326,0.378,0.704
A Mora,LF,235,700,71,156,27,2,27,83,31,149,1,1,0.223,0.256,0.383,0.639
R Smith,3B,1117,3907,477,1087,208,49,27,514,420,415,117,5,0.278,0.353,0.377,0.73
M Mitchell,RF,1125,4095,514,1138,130,104,27,514,368,216,202,7,0.278,0.34,0.38,0.72
A Latham,3B,4,6822,1478,1833,245,85,27,563,588,240,739,--,0.269,0.334,0.341,0.675
M Carp,1B,318,887,97,225,51,5,27,127,90,243,2,3,0.254,0.33,0.414,0.744
P Tebeau,1B,1167,4618,671,1290,196,57,27,735,319,198,164,--,0.279,0.332,0.364,0.696
C Barnhart,LF,814,2673,404,788,121,61,27,436,265,149,35,21,0.295,0.36,0.416,0.776
H Clarke,2B,1272,4813,548,1230,150,23,27,304,365,362,151,58,0.256,0.308,0.313,0.621
S Sisti,2B,1016,2999,401,732,121,19,27,260,283,440,30,5,0.244,0.313,0.324,0.637
T Boeckel,3B,777,2880,372,813,130,36,27,337,237,218,90,46,0.282,0.339,0.381,0.72
R LaCock,1B,715,1729,214,444,86,11,27,224,182,171,8,8,0.257,0.326,0.366,0.692
E Owens,RF,806,2353,305,621,86,16,26,214,182,284,126,48,0.264,0.318,0.347,0.665
G Richards,LF,1026,3549,502,1028,127,63,26,255,356,436,247,89,0.29,0.357,0.383,0.74
J Vitiello,1B,282,693,76,172,35,1,26,104,80,165,2,0,0.248,0.335,0.414,0.749
T Perez,CF,603,1671,187,449,91,10,26,185,92,159,23,23,0.269,0.308,0.382,0.69
M Sullivan,LF,398,1618,280,441,56,32,26,220,162,168,99,--,0.273,0.341,0.395,0.736
W Jensen,LF,738,2720,392,774,114,37,26,235,69,100,20,--,0.285,0.307,0.382,0.689
H Jeffcoat,P,918,1963,249,487,95,18,26,188,114,289,49,7,0.248,0.291,0.355,0.646
T McCreery,RF,267,2951,464,855,99,76,26,387,308,73,116,--,0.29,0.359,0.401,0.76
M Jimenez,LF,429,1003,90,273,43,4,26,144,75,97,0,2,0.272,0.337,0.401,0.738
E Mayo,2B,834,3013,350,759,119,16,26,287,257,175,29,38,0.252,0.313,0.328,0.641
G Hampson,SS,419,1158,166,272,44,17,26,90,98,341,52,13,0.235,0.296,0.37,0.666
J Heim,C,224,716,80,154,34,1,26,87,59,149,5,1,0.215,0.275,0.374,0.649
T White,1B,257,760,76,179,48,3,26,103,87,208,1,2,0.236,0.315,0.409,0.724
J Macias,3B,659,1646,201,422,77,17,26,173,93,243,43,21,0.256,0.298,0.371,0.669
D Buckley,C,524,1833,213,449,72,14,26,216,98,188,25,--,0.245,0.291,0.342,0.633
D Hill,2B,756,2307,276,594,91,14,26,228,175,225,22,11,0.257,0.308,0.343,0.651
M Hershberger,RF,1150,3572,398,900,150,22,26,344,319,311,74,36,0.252,0.316,0.328,0.644
B Brown,LF,502,1277,183,313,38,12,26,130,94,238,110,34,0.245,0.295,0.355,0.65
R Tapia,LF,569,1732,234,479,91,15,26,188,104,343,53,15,0.277,0.318,0.391,0.709
H Groh,3B,1676,6074,918,1774,308,87,26,566,696,345,180,66,0.292,0.373,0.384,0.757
P Werden,1B,693,2740,444,773,109,87,26,439,281,140,150,--,0.282,0.359,0.414,0.773
? Mercado,RF,278,859,120,202,43,5,26,95,59,182,27,7,0.235,0.289,0.388,0.677
R Bresnahan,C,1439,4481,682,1252,218,71,26,530,714,99,212,3,0.279,0.386,0.377,0.763
C Zimmer,C,149,4546,617,1225,222,76,26,625,390,323,151,--,0.269,0.339,0.369,0.708
J Gonder,C,395,876,73,220,28,2,26,94,72,184,1,2,0.251,0.31,0.377,0.687
G Sheets,1B,179,541,57,131,27,0,26,87,43,128,0,0,0.242,0.302,0.436,0.738
V Picinich,C,1038,2877,298,743,166,26,26,298,314,382,31,9,0.258,0.334,0.361,0.695
M Batts,C,546,1605,163,432,95,11,26,219,143,163,6,4,0.269,0.329,0.391,0.72
D Cooley,LF,558,5364,847,1576,180,102,26,557,365,73,224,--,0.294,0.341,0.38,0.721
J Ward,SS,1825,7647,1408,2104,231,96,26,867,420,326,540,--,0.275,0.314,0.341,0.655
B Coluccio,RF,370,1095,141,241,38,15,26,114,128,203,33,21,0.22,0.305,0.353,0.658
J Morales,DH,733,1305,126,375,68,6,26,207,89,182,0,4,0.287,0.332,0.408,0.74
D Stewart,RF,195,527,75,112,21,0,26,73,82,167,3,3,0.213,0.327,0.4,0.727
S Boros,3B,422,1255,141,308,50,7,26,149,181,174,11,6,0.245,0.344,0.359,0.703
I Boone,RF,356,1160,177,372,79,11,26,194,138,67,3,7,0.321,0.394,0.475,0.869
R Woods,CF,582,1247,162,290,34,12,26,130,175,171,27,18,0.233,0.326,0.342,0.668
J Dyck,3B,330,983,139,242,52,5,26,114,131,140,4,6,0.246,0.339,0.389,0.728
S Robertson,2B,597,1507,200,346,55,18,26,151,202,238,32,16,0.23,0.323,0.342,0.665
E Sogard,2B,815,2236,267,551,104,11,26,187,207,342,46,15,0.246,0.313,0.338,0.651
A Toro,2B,262,824,107,170,30,3,26,99,65,161,10,5,0.206,0.276,0.345,0.621
F Duffy,SS,915,2665,248,619,104,14,26,240,171,342,49,30,0.232,0.279,0.311,0.59
W Morris,2B,440,1495,176,399,70,7,26,164,150,218,16,22,0.267,0.334,0.375,0.709
G Blanco,CF,1060,2929,394,746,118,39,26,235,363,661,122,40,0.255,0.338,0.348,0.686
B Bochy,C,358,802,75,192,37,2,26,93,67,177,1,2,0.239,0.298,0.388,0.686
J Boccabella,C,551,1462,117,320,56,5,26,148,96,246,3,7,0.219,0.267,0.317,0.584
J Borchard,RF,301,716,89,147,23,2,26,77,74,222,5,5,0.205,0.284,0.352,0.636
O Destrade,1B,237,765,80,184,25,3,26,106,87,184,1,2,0.241,0.319,0.383,0.702
T Estrada,2B,257,737,112,190,29,2,26,101,47,150,29,6,0.258,0.318,0.408,0.726
A Gimenez,2B,267,811,116,222,39,5,26,98,54,196,40,4,0.274,0.345,0.43,0.775
K Lewis,LF,133,472,69,115,13,0,26,59,58,162,7,1,0.244,0.327,0.436,0.763
R Quinlan,1B,458,1112,134,307,54,5,25,121,69,187,16,10,0.276,0.322,0.401,0.723
I Wingo,C,1328,4003,362,1039,147,81,25,455,264,285,87,25,0.26,0.307,0.355,0.662
H Shanks,OF,1664,5699,604,1440,211,96,25,620,415,443,185,64,0.253,0.308,0.337,0.645
H Villanueva,C,191,473,53,109,21,2,25,72,40,98,1,0,0.23,0.293,0.442,0.735
N Jones,1B,412,1381,146,369,60,12,25,209,71,102,4,2,0.267,0.304,0.382,0.686
J Guzman,1B,403,1007,108,249,61,4,25,136,97,248,18,5,0.247,0.316,0.39,0.706
J McCarthy,1B,542,1557,182,432,72,16,25,209,90,114,8,--,0.277,0.319,0.392,0.711
B Hunter,CF,1000,3347,500,882,146,28,25,241,243,581,260,61,0.264,0.313,0.346,0.659
J Sandberg,3B,196,630,83,139,38,2,25,92,65,236,4,2,0.221,0.297,0.406,0.703
G Hopkins,1B,514,1219,142,324,47,6,25,145,160,83,6,4,0.266,0.352,0.376,0.728
A Bohm,3B,314,1137,151,316,51,3,25,145,79,259,7,4,0.278,0.325,0.394,0.719
D Hocking,SS,954,2358,294,591,112,17,25,226,205,442,36,27,0.251,0.31,0.344,0.654
J Willard,C,346,783,82,195,29,1,25,114,83,161,1,1,0.249,0.32,0.384,0.704
W Herzog,RF,634,1614,213,414,60,20,25,172,241,261,13,18,0.257,0.354,0.365,0.719
V Wilson,C,403,953,104,238,42,2,25,129,46,189,2,8,0.25,0.302,0.377,0.679
C Martinez,1B,465,1485,145,383,63,6,25,161,74,209,10,10,0.258,0.293,0.359,0.652
F Hatfield,3B,722,2039,259,493,67,10,25,165,248,247,15,14,0.242,0.332,0.321,0.653
M Brouhard,LF,304,909,108,235,40,7,25,104,53,183,2,11,0.259,0.305,0.4,0.705
B Neis,CF,680,1825,297,496,84,18,25,210,201,186,46,39,0.272,0.346,0.379,0.725
S Brodie,CF,193,5699,886,1727,191,89,25,900,420,148,289,--,0.303,0.365,0.381,0.746
G Cutshaw,2B,1515,5621,629,1487,195,89,25,653,300,242,271,68,0.265,0.305,0.344,0.649
T Sledge,LF,291,705,81,174,32,7,25,100,82,151,6,6,0.247,0.327,0.418,0.745
L Sakata,2B,564,1289,163,296,46,4,25,109,97,158,30,17,0.23,0.286,0.33,0.616
B Nahorodny,C,308,844,74,203,41,3,25,109,56,118,1,4,0.241,0.29,0.385,0.675
R Ur?as,3B,216,702,88,185,34,1,25,94,60,185,2,2,0.264,0.33,0.422,0.752
F Baumholtz,RF,1019,3477,450,1010,165,51,25,272,258,258,30,20,0.29,0.342,0.389,0.731
W Weiss,SS,1495,4686,623,1207,182,31,25,386,658,658,96,35,0.258,0.351,0.326,0.677
C Herrmann,C,370,887,108,182,34,7,25,103,94,272,10,1,0.205,0.282,0.344,0.626
J Gibbs,C,537,1639,157,382,53,8,25,146,120,231,28,22,0.233,0.289,0.321,0.61
B Gates,2B,685,2329,268,616,119,11,25,279,225,349,18,13,0.264,0.327,0.357,0.684
J McEwing,2B,754,1767,217,443,89,10,25,158,113,352,33,20,0.251,0.302,0.355,0.657
J Bates,CF,1097,3913,565,1087,167,73,25,417,503,190,187,--,0.278,0.367,0.377,0.744
C Motton,LF,316,567,85,121,20,1,25,89,86,116,5,7,0.213,0.319,0.384,0.703
N Liriano,2B,823,2216,296,576,105,27,25,240,212,300,59,30,0.26,0.324,0.366,0.69
T Foli,SS,1696,6047,576,1515,241,20,25,501,265,399,81,55,0.251,0.283,0.309,0.592
J Moses,C,386,1072,89,269,48,8,25,109,63,184,1,4,0.251,0.295,0.381,0.676
C Wells,RF,277,688,92,158,31,4,25,81,57,201,6,4,0.23,0.299,0.395,0.694
J Walton,OF,598,1573,241,423,77,8,25,132,138,280,58,29,0.269,0.333,0.376,0.709
B Holt,3B,753,2367,316,621,127,17,25,234,233,508,41,15,0.262,0.332,0.362,0.694
J Doyle,1B,417,6039,971,1806,315,64,25,967,437,132,516,--,0.299,0.351,0.385,0.736
J Walsh,3B,257,1571,178,447,84,14,25,212,101,197,45,--,0.285,0.332,0.404,0.736
M de la Hoz,3B,494,1114,116,280,42,5,25,115,56,130,2,3,0.251,0.29,0.365,0.655
G Decker,LF,701,2727,420,753,98,49,25,415,173,124,112,--,0.276,0.324,0.376,0.7
B Kuehne,3B,1087,4284,536,996,145,115,25,404,137,260,150,0,0.232,0.258,0.338,0.596
G Shuba,LF,355,814,106,211,45,4,24,125,120,122,5,5,0.259,0.358,0.413,0.771
R Knorr,C,253,676,82,153,27,3,24,88,47,161,0,1,0.226,0.278,0.382,0.66
P Castiglione,3B,545,1670,205,426,62,11,24,150,103,126,10,6,0.255,0.3,0.349,0.649
H King,C,322,683,67,146,26,3,24,82,104,158,1,0,0.214,0.325,0.366,0.691
E Cartwright,1B,495,1902,348,562,100,44,24,333,202,128,144,--,0.295,0.368,0.432,0.8
G Sutherland,2B,1031,3104,308,754,109,10,24,239,207,219,11,24,0.243,0.291,0.308,0.599
E Waitkus,1B,1140,4254,528,1214,215,44,24,373,372,204,28,8,0.285,0.344,0.374,0.718
R Wilson,C,602,1765,206,455,84,8,24,189,215,163,25,12,0.258,0.338,0.355,0.693
F Mej?a,C,306,877,104,211,51,5,24,100,45,202,1,1,0.241,0.289,0.392,0.681
S Ontiveros,3B,732,2193,230,600,111,10,24,224,309,290,5,6,0.274,0.365,0.366,0.731
W Johnson,P,937,2324,241,547,94,41,24,255,110,251,13,4,0.235,0.274,0.342,0.616
A Melhuse,C,311,735,76,172,40,1,24,98,57,193,1,2,0.234,0.29,0.389,0.679
J Stripp,3B,1147,4211,575,1238,219,43,24,464,280,226,50,--,0.294,0.34,0.384,0.724
B McCosky,CF,1170,4172,664,1301,214,71,24,397,497,261,58,31,0.312,0.386,0.414,0.8
C Gimenez,C,391,927,118,202,43,1,24,89,115,261,5,3,0.218,0.307,0.344,0.651
C Febles,2B,506,1656,255,414,65,18,24,146,163,297,68,20,0.25,0.328,0.354,0.682
A Wilson,C,581,2056,237,536,96,22,24,226,292,289,50,0,0.261,0.357,0.364,0.721
S O'Brien,3B,378,1052,135,242,35,8,24,100,60,155,5,9,0.23,0.273,0.347,0.62
M Bailey,C,340,949,101,209,37,1,24,101,166,222,2,5,0.22,0.337,0.337,0.674
M Kelly,LF,327,684,111,165,45,6,22,86,54,187,30,11,0.241,0.3,0.421,0.721
K Orie,3B,316,1015,117,253,64,6,22,116,94,163,5,3,0.249,0.32,0.389,0.709
K Plawecki,C,449,1268,119,298,63,3,22,137,119,278,2,2,0.235,0.313,0.341,0.654
E Kasko,SS,1077,3546,411,935,146,13,22,261,265,353,31,31,0.264,0.317,0.331,0.648
J Keenan,C,523,1873,254,452,61,36,22,208,177,111,41,--,0.241,0.314,0.348,0.662
J Rojas,3B,324,1133,161,288,64,4,22,118,138,293,37,10,0.254,0.334,0.376,0.71
E Wilson,2B,555,1406,155,343,73,5,22,141,89,169,14,19,0.244,0.288,0.35,0.638
J Johnston,3B,1379,5070,754,1493,185,75,22,410,391,246,169,83,0.294,0.347,0.374,0.721
F Schwindel,1B,145,528,67,142,31,1,22,79,35,101,2,1,0.269,0.314,0.456,0.77
T Hutton,1B,952,1655,196,410,63,7,22,186,234,140,15,21,0.248,0.339,0.334,0.673
A LaRoche,3B,404,1184,133,267,53,6,22,113,121,208,8,3,0.226,0.304,0.336,0.64
M Stock,3B,1628,6249,839,1806,270,58,22,696,455,321,155,75,0.289,0.339,0.361,0.7
B Howerton,CF,247,650,95,178,39,12,22,106,92,125,1,1,0.274,0.364,0.472,0.836
G Bennett,C,587,1690,141,408,74,3,22,192,139,270,6,5,0.241,0.302,0.328,0.63
J Pe?a,SS,140,536,75,136,21,2,22,64,23,140,12,3,0.254,0.292,0.424,0.716
N Mathews,CF,306,978,93,218,39,14,22,98,88,248,8,12,0.223,0.288,0.359,0.647
J Buchek,2B,421,1177,96,259,35,11,22,108,75,312,5,11,0.22,0.269,0.325,0.594
B Brubaker,3B,479,1564,208,413,85,10,22,225,151,239,13,--,0.264,0.333,0.373,0.706
B Brown,3B,548,1619,233,452,62,14,22,237,214,88,9,10,0.279,0.367,0.376,0.743
J Hiatt,C,483,1142,110,287,51,5,22,154,224,295,0,1,0.251,0.374,0.363,0.737
C Hemphill,CF,1179,4541,580,1230,117,68,22,421,435,--,207,0.678,0.271,0.337,0.341,
R Nichols,CF,540,1160,156,308,63,8,22,131,99,149,27,21,0.266,0.326,0.391,0.717
M Newfield,LF,355,957,98,238,53,1,22,132,69,162,1,4,0.249,0.303,0.375,0.678
G Beckert,2B,1320,5208,685,1473,196,31,22,360,260,243,49,25,0.283,0.318,0.345,0.663
E Ainsmith,C,1082,3048,299,707,108,54,22,317,263,315,86,16,0.232,0.296,0.324,0.62
V Stallcup,SS,587,2059,171,497,99,13,22,214,51,181,9,4,0.241,0.26,0.334,0.594
D Dallessandro,LF,747,1945,242,520,110,23,22,303,310,150,16,1,0.267,0.369,0.381,0.75
A Mangual,CF,450,1241,122,304,44,8,22,125,59,187,5,8,0.245,0.279,0.346,0.625
N Santovenia,C,297,884,77,206,42,4,22,116,59,165,4,7,0.233,0.281,0.364,0.645
B Sarni,C,390,1182,107,311,50,11,22,151,89,135,6,5,0.263,0.313,0.38,0.693
J Powell,LF,688,2540,353,689,116,26,22,327,173,219,65,35,0.271,0.32,0.363,0.683
B Haas,1B,721,2440,263,644,93,32,22,263,204,188,51,0,0.264,0.323,0.355,0.678
M Cummings,RF,460,1113,136,286,60,8,22,124,94,200,9,6,0.257,0.318,0.385,0.703
R Freel,CF,594,1983,306,532,100,17,22,122,222,350,143,48,0.268,0.354,0.369,0.723
E Tipton,LF,501,1626,212,439,80,19,22,151,223,127,20,0,0.27,0.36,0.383,0.743
A Pilarcik,RF,668,1614,205,413,66,7,22,143,185,150,41,18,0.256,0.334,0.346,0.68
L Lopez,SS,721,1620,171,390,85,7,22,151,100,343,10,12,0.241,0.293,0.343,0.636
B Geren,C,307,765,62,178,21,1,22,76,49,179,0,1,0.233,0.283,0.349,0.632
H Mueller,CF,693,2118,296,597,87,37,22,272,168,147,37,18,0.282,0.342,0.389,0.731
M Arnovich,LF,590,2013,234,577,104,12,22,261,185,139,17,--,0.287,0.35,0.383,0.733
R Goins,2B,556,1545,154,353,71,12,22,158,108,371,6,6,0.228,0.278,0.333,0.611
L Mouton,RF,328,805,96,225,43,2,22,116,71,209,9,4,0.28,0.339,0.42,0.759
B Anderson,CF,355,799,108,181,47,1,22,80,65,208,13,14,0.227,0.29,0.37,0.66
R Freed,RF,344,717,49,176,27,2,22,109,95,166,1,4,0.245,0.334,0.381,0.715
M Franco,1B,661,977,110,261,43,6,22,117,124,158,2,2,0.267,0.349,0.391,0.74
W Conroy,3B,1379,5061,605,1257,176,82,22,452,345,--,262,0.63,0.248,0.301,0.329,
J Lewis,RF,266,771,97,175,24,6,22,74,95,194,8,9,0.227,0.313,0.359,0.672
J LeMaster,SS,1039,3191,320,709,109,19,22,229,241,564,94,51,0.222,0.277,0.289,0.566
S Collins,RF,1803,6390,747,1687,310,133,22,709,331,405,225,83,0.264,0.306,0.364,0.67
G Rosen,CF,551,1916,310,557,71,34,22,197,218,166,12,--,0.291,0.364,0.398,0.762
F Vaughn,C,915,3454,474,946,147,53,21,525,151,128,92,--,0.274,0.307,0.365,0.672
Q McCracken,CF,999,2462,359,675,118,32,21,244,229,445,89,44,0.274,0.336,0.374,0.71
J Stallings,C,365,1107,108,270,48,1,21,128,115,266,1,1,0.244,0.319,0.346,0.665
J Dyson,CF,992,2513,387,612,83,38,21,185,242,478,266,49,0.244,0.314,0.332,0.646
A Amarista,SS,702,1750,171,404,67,16,21,169,109,295,39,10,0.231,0.275,0.323,0.598
H S?nchez,C,347,783,60,186,38,0,21,120,34,207,0,1,0.238,0.273,0.367,0.64
J Wohlford,OF,1220,3049,349,793,125,33,21,305,241,376,89,68,0.26,0.313,0.343,0.656
D Schofield,SS,1322,3083,394,699,113,20,21,211,390,526,12,29,0.227,0.317,0.297,0.614
J Lobat?n,C,419,1145,110,244,47,4,21,107,123,298,0,2,0.213,0.291,0.316,0.607
K Manwaring,C,1008,2982,248,733,111,20,21,278,243,505,10,19,0.246,0.311,0.318,0.629
J Harshman,P,258,424,46,76,7,0,21,65,72,119,0,0,0.179,0.294,0.344,0.638
J White,CF,646,1196,155,303,50,9,21,109,148,174,57,28,0.253,0.337,0.363,0.7
B LaHair,1B,195,535,66,139,26,1,21,56,61,182,4,3,0.26,0.334,0.43,0.764
B Smith,3B,258,826,88,192,29,4,21,107,70,268,11,9,0.232,0.297,0.354,0.651
D Nen,1B,367,826,70,185,23,3,21,107,77,152,1,5,0.224,0.288,0.335,0.623
T Satriano,C,674,1623,130,365,53,5,21,157,214,225,7,8,0.225,0.316,0.303,0.619
B Hallman,2B,264,6012,937,1634,234,81,21,769,425,283,200,--,0.272,0.325,0.348,0.673
J Narron,C,392,840,64,177,23,2,21,96,67,127,0,0,0.211,0.27,0.318,0.588
J Stafford,CF,568,2128,341,583,60,19,21,290,164,96,117,--,0.274,0.331,0.35,0.681
B Pocoroba,C,596,1457,132,374,71,2,21,172,182,109,6,8,0.257,0.339,0.351,0.69
E Adrianza,2B,612,1358,183,325,75,9,21,149,126,297,19,8,0.239,0.309,0.354,0.663
F Santangelo,CF,665,1691,258,415,87,14,21,162,240,319,37,18,0.245,0.364,0.351,0.715
G Pinkney,3B,1163,4610,874,1212,170,56,21,539,526,135,296,--,0.263,0.345,0.338,0.683
D Berg,SS,582,1600,190,430,91,6,21,163,133,308,8,7,0.269,0.328,0.373,0.701
J Crooks,2B,794,2780,536,668,74,44,21,313,610,195,220,--,0.24,0.385,0.321,0.706
E Scott,SS,1655,5837,553,1455,208,58,20,551,243,282,69,60,0.249,0.281,0.315,0.596
C Corpor?n,C,232,701,63,153,25,1,20,78,44,205,0,1,0.218,0.28,0.342,0.622
B North,CF,1169,3900,640,1016,120,31,20,230,627,665,395,162,0.261,0.365,0.323,0.688
L Norris,SS,270,962,109,252,51,7,20,112,60,132,7,--,0.262,0.307,0.392,0.699
C Hiller,2B,704,2121,253,516,76,9,20,152,157,187,14,14,0.243,0.299,0.316,0.615
B Hinchman,RF,908,3043,364,793,128,69,20,369,298,174,85,17,0.261,0.336,0.368,0.704
B Herzog,2B,1495,5284,705,1370,191,75,20,445,427,307,312,53,0.259,0.329,0.335,0.664
T Buck,RF,253,810,99,197,52,7,20,95,78,186,8,3,0.243,0.316,0.399,0.715
M Belanger,SS,2016,5784,676,1316,175,33,20,389,576,839,167,75,0.228,0.3,0.28,0.58
F Healy,C,470,1326,145,332,60,6,20,141,154,242,30,17,0.25,0.329,0.35,0.679
B Aven,LF,259,609,85,166,33,2,20,103,57,135,6,4,0.273,0.343,0.432,0.775
B Dixon,3B,202,536,56,122,28,4,20,65,28,188,5,1,0.228,0.269,0.407,0.676
D Trout,P,535,961,99,205,28,7,20,110,59,226,7,2,0.213,0.26,0.319,0.579
J Hayes,2B,1093,4040,494,1069,196,33,20,493,309,241,34,31,0.265,0.318,0.344,0.662
I Brown,2B,280,536,85,137,15,4,20,65,90,130,3,7,0.256,0.364,0.41,0.774
B Scheffing,C,517,1357,105,357,53,9,20,187,103,127,6,0,0.263,0.316,0.36,0.676
C Pride,LF,421,796,132,199,39,12,20,82,85,211,29,14,0.25,0.327,0.405,0.732
S Scarsone,2B,350,830,103,198,44,4,20,86,70,266,7,8,0.239,0.302,0.373,0.675
F Manrique,2B,498,1337,151,340,59,11,20,151,65,239,18,14,0.254,0.292,0.36,0.652
D Nelson,2B,813,2578,340,630,77,19,20,211,220,392,187,73,0.244,0.305,0.312,0.617
J Fox,LF,193,489,55,116,28,2,20,73,27,106,0,0,0.237,0.288,0.425,0.713
T Gregg,1B,446,880,86,214,41,2,20,88,71,158,14,12,0.243,0.301,0.363,0.664
J Grace,RF,484,1561,225,442,76,18,20,172,179,135,9,17,0.283,0.362,0.393,0.755
M Goliat,2B,249,825,87,186,21,10,20,99,83,127,3,1,0.225,0.3,0.348,0.648
J Ginsberg,C,695,1716,168,414,59,8,20,182,226,135,7,5,0.241,0.332,0.32,0.652
P Gharrity,C,677,1961,238,513,92,26,20,249,188,231,32,13,0.262,0.331,0.366,0.697
S Lombardozzi,2B,446,1264,153,294,61,12,20,107,131,206,13,9,0.233,0.307,0.347,0.654
O Timmons,LF,186,405,62,95,20,1,20,60,33,82,4,1,0.235,0.293,0.437,0.73
R Washington,SS,564,1586,190,414,65,22,20,146,65,266,28,18,0.261,0.292,0.368,0.66
D Frobel,RF,268,542,70,109,21,4,20,58,55,155,13,10,0.201,0.276,0.365,0.641
J Trevino,C,273,830,91,204,43,1,20,98,33,164,3,2,0.246,0.275,0.372,0.647
J Fogarty,RF,751,2880,508,709,110,55,20,320,351,327,325,--,0.246,0.335,0.343,0.678
G Hern?ndez,CF,394,988,122,227,44,8,20,81,79,253,29,12,0.23,0.292,0.351,0.643
T Bosley,LF,783,1580,183,430,50,12,20,158,143,274,47,24,0.272,0.33,0.357,0.687
R Coleman,RF,559,1729,208,446,74,33,20,199,148,158,19,20,0.258,0.318,0.374,0.692
J Rickard,RF,347,904,103,222,47,3,20,71,61,223,20,6,0.246,0.3,0.371,0.671
C Fanzone,3B,237,588,66,132,27,0,20,94,74,119,3,6,0.224,0.313,0.372,0.685
W Clarke,C,439,3346,394,858,110,32,20,429,176,58,54,--,0.256,0.31,0.326,0.636
E Pellagrini,SS,563,1423,167,321,42,13,20,133,128,201,13,7,0.226,0.295,0.316,0.611
G Robertson,3B,656,2200,311,615,100,23,20,249,205,79,29,22,0.28,0.344,0.373,0.717
B Barnes,CF,484,1172,133,284,56,9,20,102,67,358,22,20,0.242,0.29,0.357,0.647
K Roberson,RF,165,309,44,61,10,1,20,51,27,93,0,2,0.197,0.275,0.43,0.705
M Pappas,P,527,1073,72,132,13,3,20,67,36,510,1,0,0.123,0.157,0.197,0.354
C Childs,2B,63,5618,1214,1720,205,100,20,743,991,117,269,--,0.306,0.416,0.389,0.805
T Shinjo,CF,303,876,98,215,41,4,20,100,55,128,9,6,0.245,0.299,0.37,0.669
B Ripken,2B,912,2729,287,674,121,6,20,229,174,332,25,16,0.247,0.294,0.318,0.612
F Chance,1B,1117,4297,797,1273,200,79,20,596,554,29,401,--,0.296,0.394,0.394,0.788
L Blanks,SS,629,1766,203,446,57,14,20,172,132,178,9,7,0.253,0.302,0.335,0.637
F Parent,SS,1328,4984,633,1306,180,74,20,471,333,--,184,0.655,0.262,0.315,0.34,
E Rios,3B,113,262,39,57,9,1,20,43,26,94,0,1,0.218,0.299,0.489,0.788
F Chance,1B,1117,4297,797,1273,200,79,20,596,554,29,401,--,0.296,0.394,0.394,0.788
J Fogarty,RF,751,2880,508,709,110,55,20,320,351,327,325,--,0.246,0.335,0.343,0.678
L Blanks,SS,629,1766,203,446,57,14,20,172,132,178,9,7,0.253,0.302,0.335,0.637
J Uribe,SS,1038,3064,307,738,99,34,19,219,256,425,74,46,0.241,0.3,0.314,0.614
A Bannister,2B,972,3007,430,811,143,28,19,288,292,318,108,37,0.27,0.334,0.355,0.689
B Urbanski,SS,763,3046,379,791,123,27,19,207,198,252,24,--,0.26,0.309,0.337,0.646
J VanMeter,2B,300,743,83,153,38,5,19,79,88,208,17,5,0.206,0.293,0.347,0.64
J Suwinski,CF,107,330,45,66,11,0,19,38,41,116,4,2,0.2,0.295,0.406,0.701
E Fitz Gerald,C,808,2086,199,542,82,10,19,217,185,235,9,6,0.26,0.323,0.336,0.659
J Riddle,SS,252,745,72,166,31,5,19,80,39,173,1,5,0.223,0.261,0.354,0.615
C Bethancourt,C,264,793,82,184,37,0,19,80,31,200,8,5,0.232,0.263,0.351,0.614
J Finigan,3B,512,1600,195,422,74,17,19,168,190,176,8,13,0.264,0.342,0.367,0.709
W Difo,SS,492,1179,158,295,36,14,19,103,106,258,24,5,0.25,0.311,0.353,0.664
L Twitchell,LF,639,2571,362,676,103,40,19,384,168,231,84,--,0.263,0.313,0.356,0.669
B Ryan,SS,896,2591,304,604,116,18,19,203,198,490,67,25,0.233,0.294,0.314,0.608
